Note Title,Issuer,Period,Type,Year,Value,Currency,Composition,Size,Shape,Issued,Demonetized,Number,References,Obverse Description,Obverse Script,Obverse Lettering,Reverse Description,Reverse Script,Reverse Lettering,Printer,Image Front,Image Back,Image Credit,Note URL
5 Korun,Slovakia,Republic ( 1939-1945 ),Standard circulation banknotes,1945,5 Korún,Koruna ( 1939-1945 ),Paper,122 × 59 mm,Rectangular,15 February 1945,31 October 1945,N# 247092,"P # 8 Standard Catalog of World Paper Money (10 volumes). , TBB # 205 Owen W. Linzmayer. The Banknote Book (4 volumes).",Slovak text; coat of arms; girl with braided hair in bow.,Latin,Slovenská Republika NEOGRAFIA UC. SPOL. T. SV. MARTIN,Slovak text; wheat stalks; linden leaves; pine cones; fir branches.,Latin,Slovenská Republika 5 Korún Slovenských,Neografia,https://en.numista.com/catalogue/photos/slovaquie/6823bdd3c628d7.88894779-original.jpg,https://en.numista.com/catalogue/photos/slovaquie/6823bdd45c91b6.00466210-original.jpg,© Katz Coins Notes & Supplies Corp.,https://en.numista.com/247092
